1459623092.350146,0
1459623092.363427,0
1459623092.375789,0
1459623092.388560,0
1459623092.401303,0
1459623092.415380,0
1459623092.429315,0
1459623092.443546,0
1459623092.457532,0
1459623092.472400,0
1459623092.486523,0
1459623092.500227,0
1459623092.514357,0
1459623092.527734,0
1459623092.541311,0
1459623092.554876,0
1459623092.568772,0
1459623092.582243,0
1459623092.596443,0
1459623092.609903,0
1459623092.623482,0
1459623092.636884,0
1459623092.651379,0
1459623092.665403,0
1459623092.679216,0
1459623092.692917,0
1459623092.706475,0
1459623092.719832,0
1459623092.733275,0
1459623092.747117,0
1459623092.761208,0
1459623092.774782,0
1459623092.801564,0
1459623092.830743,0
1459623092.844305,0
1459623092.857205,0
1459623092.870236,0
1459623092.883288,0
1459623092.896247,0
1459623092.909156,0
1459623092.923473,0
1459623092.938145,0
1459623092.952966,0
1459623092.967001,0
1459623092.981465,0
1459623092.995330,0
1459623093.009330,0
1459623093.023137,0
1459623093.036953,0
1459623093.051659,0
1459623093.101723,0
1459623093.114701,0
1459623093.127597,0
1459623093.140521,0
1459623093.153727,0
1459623093.166537,0
1459623093.180787,0
1459623093.193923,0
1459623093.206828,0
1459623093.219760,0
1459623093.232878,0
1459623093.247189,0
1459623093.261354,0
1459623093.274426,0
1459623093.299838,0
1459623093.321370,0
1459623093.353796,0
1459623093.374324,0
1459623093.393770,0
1459623093.412751,0
1459623093.425301,0
1459623093.438849,0
1459623093.463287,0
1459623093.482236,0
1459623093.513130,0
1459623093.533671,0
1459623093.559341,0
1459623093.584478,0
1459623093.597276,0
1459623093.609633,0
1459623093.624378,0
1459623093.639364,0
1459623093.653038,0
1459623093.666313,0
1459623093.679299,0
1459623093.692582,0
1459623093.705684,0
1459623093.718656,0
1459623093.732057,0
1459623093.744929,0
1459623093.757923,0
1459623093.771450,0
1459623093.784266,0
1459623093.798279,0
1459623093.812265,0
1459623093.825115,0
1459623093.838260,0
1459623093.851557,0
1459623093.864451,0
1459623093.877413,0
1459623093.890375,0
1459623093.903379,0
1459623093.916286,0
1459623093.964785,0
1459623093.991668,0
1459623094.013296,0
1459623094.041874,0
1459623094.075802,0
1459623094.094849,0
1459623094.112743,0
1459623094.132443,0
1459623094.154139,0
1459623094.167551,0
1459623094.180756,0
1459623094.193119,0
1459623094.206440,0
1459623094.219668,0
1459623094.233998,0
1459623094.248108,0
1459623094.263552,0
1459623094.278329,0
1459623094.292417,0
1459623094.305784,0
1459623094.318932,0
1459623094.332692,0
1459623094.345656,0
1459623094.358665,0
1459623094.371981,0
1459623094.384802,0
1459623094.397688,0
1459623094.412457,0
1459623094.426342,0
1459623094.439990,0
1459623094.461267,0
1459623094.486318,0
1459623094.514236,0
1459623094.542619,0
1459623094.562298,0
1459623094.582891,0
1459623094.598559,0
1459623094.622017,0
1459623094.636867,0
1459623094.648984,0
1459623094.661184,0
